DISTANCE_M,ELEVATION_M,NAME
3202.781011,107.6493,Cottonwood Marble Canyon C
3212.064434,107.497,Cottonwood Marble Canyon C
3221.347857,107.4163,Cottonwood Marble Canyon C
3230.63128,107.3835,Cottonwood Marble Canyon C
3239.914703,107.2605,Cottonwood Marble Canyon C
3249.198127,106.9215,Cottonwood Marble Canyon C
3258.48155,105.8883,Cottonwood Marble Canyon C
3267.764973,105.2892,Cottonwood Marble Canyon C
3277.048396,105.1998,Cottonwood Marble Canyon C
3286.33182,105.1296,Cottonwood Marble Canyon C
3295.615243,105.0445,Cottonwood Marble Canyon C
3304.898666,104.8949,Cottonwood Marble Canyon C
3314.182089,104.677,Cottonwood Marble Canyon C
3323.465512,104.4287,Cottonwood Marble Canyon C
3332.748936,104.0583,Cottonwood Marble Canyon C
3342.032359,103.6428,Cottonwood Marble Canyon C
3351.315782,103.365,Cottonwood Marble Canyon C
3360.599205,103.0851,Cottonwood Marble Canyon C
3369.882629,102.8517,Cottonwood Marble Canyon C
3379.166052,102.6579,Cottonwood Marble Canyon C
3388.449475,102.4584,Cottonwood Marble Canyon C
3397.732898,102.2283,Cottonwood Marble Canyon C
3407.016321,101.9204,Cottonwood Marble Canyon C
3416.299745,101.49,Cottonwood Marble Canyon C
3425.583168,101.2073,Cottonwood Marble Canyon C
3434.866591,100.8843,Cottonwood Marble Canyon C
3444.150014,100.5549,Cottonwood Marble Canyon C
3453.433438,100.2158,Cottonwood Marble Canyon C
3462.716861,99.8345,Cottonwood Marble Canyon C
3472.000284,99.5288,Cottonwood Marble Canyon C
3481.283707,99.2017,Cottonwood Marble Canyon C
3490.56713,98.6187,Cottonwood Marble Canyon C
3499.850554,98.3082,Cottonwood Marble Canyon C
3509.133977,97.9798,Cottonwood Marble Canyon C
3518.4174,97.6446,Cottonwood Marble Canyon C
3527.700823,97.3413,Cottonwood Marble Canyon C
3536.984246,97.0536,Cottonwood Marble Canyon C
3546.26767,96.6842,Cottonwood Marble Canyon C
3555.551093,96.3773,Cottonwood Marble Canyon C
3564.834516,96.2325,Cottonwood Marble Canyon C
3574.117939,95.8617,Cottonwood Marble Canyon C
3583.401363,95.6006,Cottonwood Marble Canyon C
3592.684786,95.3507,Cottonwood Marble Canyon C
3601.968209,95.0975,Cottonwood Marble Canyon C
3611.251632,94.8346,Cottonwood Marble Canyon C
3620.535055,94.5805,Cottonwood Marble Canyon C
3629.818479,94.3243,Cottonwood Marble Canyon C
3639.101902,94.0886,Cottonwood Marble Canyon C
3648.385325,93.6252,Cottonwood Marble Canyon C
3657.668748,93.3398,Cottonwood Marble Canyon C
3666.952172,93.1804,Cottonwood Marble Canyon C
3676.235595,93.0418,Cottonwood Marble Canyon C
3685.519018,92.8863,Cottonwood Marble Canyon C
3694.802441,92.71,Cottonwood Marble Canyon C
3704.085864,92.5218,Cottonwood Marble Canyon C
3713.369288,92.3182,Cottonwood Marble Canyon C
3722.652711,91.8484,Cottonwood Marble Canyon C
3731.936134,91.316,Cottonwood Marble Canyon C
3741.219557,90.9477,Cottonwood Marble Canyon C
3750.502981,90.5898,Cottonwood Marble Canyon C
3759.786404,90.2869,Cottonwood Marble Canyon C
