DISTANCE_M,ELEVATION_M,NAME
2097.075949,149.9139,Cottonwood Marble Canyon L
2106.355046,149.6014,Cottonwood Marble Canyon L
2115.634143,149.2843,Cottonwood Marble Canyon L
2124.91324,148.9928,Cottonwood Marble Canyon L
2134.192337,148.7461,Cottonwood Marble Canyon L
2143.471434,148.5017,Cottonwood Marble Canyon L
2152.750531,148.0818,Cottonwood Marble Canyon L
2162.029628,147.6698,Cottonwood Marble Canyon L
2171.308726,147.4211,Cottonwood Marble Canyon L
2180.587823,147.1892,Cottonwood Marble Canyon L
2189.86692,146.9731,Cottonwood Marble Canyon L
2199.146017,146.6203,Cottonwood Marble Canyon L
2208.425114,146.1481,Cottonwood Marble Canyon L
2217.704211,145.6401,Cottonwood Marble Canyon L
2226.983308,145.2117,Cottonwood Marble Canyon L
2236.262405,144.6814,Cottonwood Marble Canyon L
2245.541502,144.3617,Cottonwood Marble Canyon L
2254.8206,144.0118,Cottonwood Marble Canyon L
2264.099697,143.599,Cottonwood Marble Canyon L
2273.378794,143.1662,Cottonwood Marble Canyon L
2282.657891,142.6589,Cottonwood Marble Canyon L
2291.936988,142.1673,Cottonwood Marble Canyon L
2301.216085,141.7384,Cottonwood Marble Canyon L
2310.495182,141.3525,Cottonwood Marble Canyon L
2319.774279,140.9614,Cottonwood Marble Canyon L
2329.053377,140.7669,Cottonwood Marble Canyon L
2338.332474,140.5412,Cottonwood Marble Canyon L
2347.611571,140.2551,Cottonwood Marble Canyon L
2356.890668,139.8653,Cottonwood Marble Canyon L
2366.169765,139.4391,Cottonwood Marble Canyon L
2375.448862,139.0352,Cottonwood Marble Canyon L
2384.727959,138.6856,Cottonwood Marble Canyon L
2394.007056,138.2446,Cottonwood Marble Canyon L
2403.286153,137.9436,Cottonwood Marble Canyon L
2412.565251,137.7173,Cottonwood Marble Canyon L
2421.844348,137.4128,Cottonwood Marble Canyon L
2431.123445,137.0273,Cottonwood Marble Canyon L
2440.402542,136.6617,Cottonwood Marble Canyon L
2449.681639,136.3066,Cottonwood Marble Canyon L
2458.960736,135.9289,Cottonwood Marble Canyon L
2468.239833,135.587,Cottonwood Marble Canyon L
2477.51893,135.1912,Cottonwood Marble Canyon L
2486.798028,134.8714,Cottonwood Marble Canyon L
2496.077125,134.4679,Cottonwood Marble Canyon L
2505.356222,134.0625,Cottonwood Marble Canyon L
2514.635319,133.567,Cottonwood Marble Canyon L
2523.914416,133.0947,Cottonwood Marble Canyon L
2533.193513,132.8008,Cottonwood Marble Canyon L
2542.47261,132.5568,Cottonwood Marble Canyon L
2551.751707,132.3012,Cottonwood Marble Canyon L
2561.030804,131.8051,Cottonwood Marble Canyon L
2570.309902,131.2296,Cottonwood Marble Canyon L
2579.588999,130.6745,Cottonwood Marble Canyon L
2588.868096,129.9914,Cottonwood Marble Canyon L
2598.147193,129.4162,Cottonwood Marble Canyon L
2607.42629,129.0439,Cottonwood Marble Canyon L
2616.705387,128.8741,Cottonwood Marble Canyon L
2625.984484,128.7551,Cottonwood Marble Canyon L
2635.263581,128.5743,Cottonwood Marble Canyon L
2644.542679,128.1962,Cottonwood Marble Canyon L
2653.821776,128.092,Cottonwood Marble Canyon L
2663.100873,127.936,Cottonwood Marble Canyon L
2672.37997,127.5057,Cottonwood Marble Canyon L
2681.659067,126.9458,Cottonwood Marble Canyon L
2690.938164,126.4368,Cottonwood Marble Canyon L
2700.217261,126.0801,Cottonwood Marble Canyon L
2709.496358,125.8183,Cottonwood Marble Canyon L
2718.775455,125.6069,Cottonwood Marble Canyon L
2728.054553,125.244,Cottonwood Marble Canyon L
2737.33365,124.8332,Cottonwood Marble Canyon L
2746.612747,124.3883,Cottonwood Marble Canyon L
2755.891844,123.7848,Cottonwood Marble Canyon L
2765.170941,123.3709,Cottonwood Marble Canyon L
2774.450038,123.2589,Cottonwood Marble Canyon L
2783.729135,123.0923,Cottonwood Marble Canyon L
2793.008232,122.8381,Cottonwood Marble Canyon L
2802.28733,122.1263,Cottonwood Marble Canyon L
2811.566427,121.4951,Cottonwood Marble Canyon L
2820.845524,120.9005,Cottonwood Marble Canyon L
2830.124621,120.554,Cottonwood Marble Canyon L
2839.403718,120.4452,Cottonwood Marble Canyon L
2848.682815,120.3297,Cottonwood Marble Canyon L
2857.961912,120.1068,Cottonwood Marble Canyon L
2867.241009,119.8381,Cottonwood Marble Canyon L
2876.520106,119.4343,Cottonwood Marble Canyon L
2885.799204,118.819,Cottonwood Marble Canyon L
2895.078301,118.4267,Cottonwood Marble Canyon L
2904.357398,117.9849,Cottonwood Marble Canyon L
2913.636495,117.6779,Cottonwood Marble Canyon L
2922.915592,117.5128,Cottonwood Marble Canyon L
2932.194689,117.3375,Cottonwood Marble Canyon L
2941.473786,117.111,Cottonwood Marble Canyon L
2950.752883,116.8537,Cottonwood Marble Canyon L
2960.031981,116.2871,Cottonwood Marble Canyon L
2969.311078,115.7005,Cottonwood Marble Canyon L
2978.590175,115.2366,Cottonwood Marble Canyon L
2987.869272,114.8127,Cottonwood Marble Canyon L
2997.148369,114.4931,Cottonwood Marble Canyon L
3006.427466,114.1528,Cottonwood Marble Canyon L
3015.706563,113.7876,Cottonwood Marble Canyon L
3024.98566,113.3952,Cottonwood Marble Canyon L
3034.264757,112.9402,Cottonwood Marble Canyon L
3043.543855,111.9791,Cottonwood Marble Canyon L
3052.822952,111.5157,Cottonwood Marble Canyon L
3062.102049,111.3415,Cottonwood Marble Canyon L
3071.381146,111.2026,Cottonwood Marble Canyon L
3080.660243,110.9352,Cottonwood Marble Canyon L
3089.93934,110.6135,Cottonwood Marble Canyon L
